dev_id,dev_name
11b3431f-8688-449b-bb1c-5e863f7b90cf,XIE SIYUAN
11b57d6f-cf24-43e1-881f-1227c58fa401,è¶…çº§æ�•é±¼
11b71124-62d9-4cbf-8992-e8cce5f10ed6,Phobia Interactive
11b7e605-a312-4ebc-84e6-3bfc38ff3313,Ni Mahao
11b8142c-5a21-49f1-8474-4b04308e6af9,MBA International
11b84143-b9ee-41df-bfbd-4a4ce57d9601,Flashynurav
11b9833a-7d78-43d2-b26a-17225454d7d3,Undead World Team
11b9f227-3c73-4fb7-8425-89b29b52e3fa,Jake Horner
11ba2389-ec89-48b1-a6cb-18f39d76205c,é»„é‡‘612
11ba3a14-7444-461c-8793-9190be5a0519,Mike Studios
11ba46d3-4f7c-4871-ace0-9fe081ded029,Ahegames
11bc7688-c904-43b5-9296-e4434608917c,Jhinbrush
11bd50b9-6d78-4c7a-b6cf-586621cf27f9,Ning
11bd5a81-f50e-48ba-a3b7-c1d53d5875a1,ç”˜è‚ƒå˜‰å…ƒæ•°å­—ç§‘æŠ€æœ‰é™�å…¬å�¸
11bd60ec-59b2-4485-9497-ae2ba2aa3855,Galaxy Grove
11bd6e5f-59b3-406b-8584-f8eed9e1688d,Xperitus
11be3279-4fc9-450c-a653-50220b359be8,DELTA MOON
11bf4899-6788-471d-9a3b-357101d8fae4,TITA Studios
11c011af-8f61-4eb1-8650-fb9820761143,Caltain VR Ltd
11c07c4f-a3b0-4ae3-a6bc-7ea7b872eff0,"Escape Hatch Entertainment,LLC"
11c0ea9e-5af3-4d98-a9e8-911a80ff653e,Playwood Project
11c39270-e633-485c-9e69-b64b4b5110c9,playerzklubVRstudios
11c3e9d6-06b4-47f5-b670-db70604078ff,Lustr4ted
11c4d83a-88a4-4fd7-9e15-814f73fade43,Rocketcat Studios
11c50173-48f4-4d59-959c-6487112e3ae8,Torple Dook
11c5f932-3ad5-416e-901e-211f647a6d51,ã��ï½žã‚‹ã‚·ã‚¹ã‚¿ãƒ¼
11c99b58-c475-4f26-b48d-67ececfb6600,é�’è¡£å·¥ä½œå®¤
11cb3a48-7e21-4312-ad7a-a0d65bfd8c44,Spannerworx
11cb9317-b249-4892-b341-032ed176a981,Arkraptor
11cc53be-6e38-4635-a2a0-f16df76e1168,Nolo
11ccda69-1db6-40e0-9696-983551566283,Yijin Shin
11cdd094-f9ba-4c0a-b976-e7fc3ccc7c32,PCS-Games
11cf4ed1-3955-4838-8863-f1ed5a5bbc9d,LimeVibe Games
11cff9f2-f97c-4488-9b98-ec4df1d0c9f8,Mr. L
11d207f3-b660-4b59-9b36-a237c4bf9908,Ian Wiggins
11d2a68d-0f0d-4052-8498-364a9f39c6f6,Cascus Harmony Games
11d5b2fc-9266-427b-8e42-bf6f675a5620,Burnt Fuse
11d6727a-d235-4fcf-9004-4e28befafa00,Skotty Productions
11d7080c-cc54-4261-85e2-8b7111c71af7,Paleo Games LLC
11da7dc8-03be-49d0-9fab-2652340497e9,WolfTech Games
11daab7c-b312-412b-9304-2f188f372ac1,James Flannery
11dd29bd-0907-48b4-b564-2e5c99a0b9ab,IndieWolf Games
11dd3543-af4a-4be6-a2b0-fd9ef3f6f5c0,å¢¨è‰²æ±Ÿæ¹–
11ddd68a-0dc6-4a19-ad03-ff840e73f330,Kyle Muldoon
11de38c2-5d8e-46ff-8c94-456c5b3a5057,Select Gameworks
11df0def-4123-41ba-a14d-4fe67603653d,Mad King
11e15d73-b9e3-420b-8914-b3b27e470166,Pipette Inc
11e4d859-26f4-4cb1-bbf0-0e08b3ba28ab,~Nutty~
11e94968-5afb-4dd1-9ebf-9f90591c8651,Baawolf
11ea07d9-a320-4580-86e6-16d9766d22af,CarloC
11ea1d44-d4e2-414d-9958-fbfd4e5bc17b,Derpmachine
11eb0bd1-5ae4-41ff-bf30-dcda769f00eb,Eric Krauss
11eb66e7-222d-458d-81ab-08b754f2c4aa,LUO BIN STUDIO
11ed83b7-22d4-4f0e-9c44-810ee18faaba,AmalGame
11eeef4c-4314-433b-ae83-1f2b91eeb0ee,Feo
11ef7c9a-f5b0-4b47-a568-36a073aa8657,Pawel Kedzierski
11f3baae-3522-48da-90a2-11d73c6baf36,Level Eight AB
11f4305c-f23a-46e1-b56a-7bcd5d4eeedf,DK VIP Lounge
11f4a574-27c1-4c60-be3c-ff4c14393e8d,Diego Schram
11f571bf-a09c-4047-9668-14acfa84b4f5,NipoBox
11f7959c-5a24-4ac4-b2cc-80ac67d96686,Sean Adair Entertainment
11f83a0a-02d1-44ca-a356-d74e4f4c99c7,Jubcow
11f8849d-f8ee-4c9a-9a25-ee4de71d86a0,Logic Artists
11fa4634-71e2-467e-93b8-f7baa4449de4,Cosmic Mystery Game Studio
11fc8ea1-4606-4aaf-8dc1-c88d6e9b1570,Shugendo
11fda2ec-b088-4a2d-b176-b7469930f77a,Hatake
11ff02d8-476c-48d8-af60-0c08b6e82cc5,Loony Code
11ff4e8a-f43e-488d-b24f-bf9a4ce560a8,Team Forzero
11ff536b-c4fa-40e5-9fe7-ec4db15c3d05,OndÅ™ej HladÃ­k
11ff7450-8e81-47e3-96a8-195cea8c2d01,BASS
12038c87-b503-4a8b-ba8d-33f28b1875d9,Pluto VR
1204fe47-5a78-4c03-9dd3-3f727de58807,Hans VR Medical Studio
12057252-79c5-46c7-a688-a0538f76af59,cccpo
12073eb6-b8ee-4b35-a8f7-e4bc4e1586fe,Straight Back Games
1207c304-5dcc-4e7d-982f-1b01a5f3cf92,"SleekTiki Interactive, LLC"
120835f4-a73b-410c-b9e7-a57cca83109a,"Neon Chasm, LLC"
1209b1bb-7f22-4db6-8dd3-3cbe73f22032,Grasshopper Manufacture
120a414d-73d0-4933-a884-d5a0fb3bdad8,Mag B.
120a55a7-80fd-4cd9-84b4-9e4eff0161b1,Creepy Crew
120ab3ac-db98-4b21-b2a0-89f5180efb66,å¢¨é•œçŒ«å·¥ä½œå®¤
120b0c6b-f50d-4cdb-9378-263b71eb30d5,Chi Entertainment Corp.
120c92a2-6cc3-4dc4-9735-3fcd8d96090c,Leaf
120c97f5-9552-4d8e-828c-bf4448ab4dfe,Rebel Battle Leage
120d2a8d-fee3-4e22-8e8a-fb013a7f6c7f,Twin Software Studio
120d5378-db2c-4c0b-9f7a-4e6ed77d9a5d,Choc Abyss
120f4cac-9e8f-40e3-ba51-0310ccdeb7eb,TJ Lagasse
120fff21-ed54-490e-8e50-f65f90aea458,PerkMandelc
12103125-891a-452c-a4f6-c1d348705316,Kerkko Rasilainen
1210de9e-33f1-4494-b0a5-a75db19d95c9,Daimen Gaming
1212af2e-2056-4773-b965-bc801be84ee5,Tako Studio
1212e116-0eec-41e3-bdaf-b9618652f0d2,Fernando Garrido
12139cc3-20d4-4616-aed5-52fffe31c71d,Nico Thomas
1213c86e-d2de-428b-8c95-0585c67419f8,Brightdawn Entertainment
12158ee0-db30-4a1f-b449-10d1a6a7d8e2,BonusXP
1217fbdc-0b9a-4525-ae59-9680c3e79a7c,Wyvern Industries
121807d1-b1d6-49a6-8acf-c9defdec5546,Galacic Games
1218ec8a-ac7b-44a5-b9c6-47ddb62f0326,Alex Meng
121a8621-5374-45d9-80d6-49beb1b5efcc,Bewolba Studios
121a9197-a2f0-4b0f-91ed-173c51677f42,Kiku Apps
121d7649-82fd-401a-b6c3-b8a363fcfa92,Mareffy's games
121e40ca-428f-47e2-9269-45049068053f,Pikimon
121e5b7c-66c6-4f0d-bc01-4bf226600497,D.B PRODUCTIONS
121eabc6-6df3-4cd9-b9fc-6a1956d90848,Cake Collective Games
121ee309-409d-4540-a494-c8ed214e913d,KUMA
121fb2c7-0b81-4b45-80cc-8f56d46e6f9f,Temel KIRCI
1220b56f-7427-4e3c-a13e-23780fa8d177,Ziopops Limited
1220ed5b-e96c-4960-9bda-1688a630e0a2,Luke AP
12230f7f-9656-4b3d-a06a-533b54dbd463,Rex Junior
122628bb-cb9c-4c19-806b-79aa4b1220bb,Halftone Gaming
1226603d-d58d-4fac-af10-c821a584809b,Woot
12273108-71e7-429c-891d-b718a6454b88,Lemon & Plum
1227f043-fe7e-4a81-a89f-8c7987c8bb44,Pomelo Games
12280a79-6319-4a8f-8743-ba2619ac25fe,Azurezero
1229adb8-fff0-4f84-8082-6b86b29dbfe5,Akupara Games
122ab152-091f-46d3-8a71-1455573c8ff0,Beardy Ramblin Games
122d440d-718d-40bd-b85f-f1ad10535fe7,CyberConnect2 Co. Ltd.
122f324a-2908-423b-85a9-b4ce8e73b1bc,Chris Klimowski
122f4639-ffa3-427f-b073-2958492a1755,Field Tested
12327a0b-8d1d-48b8-8b13-665b4a192326,"Zhejiang Tuxing Zhiyu Technology Co., Ltd."
1232b6df-5809-4dba-bcff-a9f4a6a34d39,stdio.gypsy
12348753-bc61-4f9b-80c5-b997799a0c23,Dreamful Projects
1234a2c7-71f2-449c-8e97-36d287f68c60,Ruben van Aerde (Aerthe)
123897f1-5f11-4a2b-af7e-b54d8af80092,Sky World Games
1238b3d2-7323-44ff-a8bb-faaa4aec6a25,Gnome Castle Games
123a05b2-76c5-4390-a837-f864ab11e768,Meaghann LeBleu
123a412c-b16f-49c9-825f-ad29b5472e43,Pixelpointer Studios
123a75cc-198d-4e63-ad12-800499c5aa88,"Steve ""Khad"" Grant"
123b01cd-d85a-443e-9419-287fbb0e0f39,Sleepy Red Panda Studio
123cc77b-1ccb-4732-b874-28fe6c0da452,DragonJam Studios
123cf3ba-2c6e-427e-82df-d9e78b97d542,ProYuga Advanced Technologies Ltd
1241b8b0-a288-4136-91e7-bcf92468815b,Pixel Heart Studio
1241fbdc-b122-4a1a-94ee-5e793b1f2d82,Fractal Dimension Games
1242760e-6ee9-4c57-abea-41b92c93fa9d,Garda Dev
1243be20-c523-4ef9-bd3b-081522a1b314,LORE NINE
12480135-23c3-4d7c-ae11-b61e16ef5276,Burning Goat Studio
12483fca-6eb8-4cef-aa44-fcaaa02c7c70,PerfectHumanInterface
1248f4c3-474f-4f43-bbdb-b2d6e3a8fd56,AsGLeague Studios
124ab008-b5f7-4328-84cf-072944ac1f7f,Paleo Entertainment
124c550a-6789-42af-b40b-f9156f6edd84,Pharaohs Studios
124efcb9-def6-46ea-8e83-c3b6e012a1e0,Red Nexus Games Inc.
1252b0e9-249d-4c33-8719-440b0c801e4f,Suphoebe Studio
1252c40b-c9c4-4a27-9a35-6d9a29f62bb2,Indie Game Order
12531c0c-192e-42e9-94da-5951605ea27b,Panic Bot Games
12538a0b-b04c-4532-93ea-0e4902cf7b9c,Pinblend Studios
12539595-aa35-47b9-9ac7-afa23ed48f93,Pizza Curse Studios
1255757f-ac6d-4ccd-b75f-ece2dd340cad,Snoflo
125626fd-2697-42b4-bcc6-974997b56b24,MNKY
125d101a-a6cc-46f2-85e4-e811115b1bfc,Koya Game
125e8965-d334-401b-a498-0c185ea22be0,Team Bapy
126043a4-0d2f-41b1-b253-aabd8294be7e,GsK
12631652-e613-4eb0-bce0-0b808f50c990,Minimedia
1263270c-dac7-4b2c-8194-6e6484f170b2,Spooky House
1264cb3c-f802-473f-881a-6fc9b8c6f774,Sean Whittaker
1264f505-5596-4248-8414-3e45120ab3f3,Warrior Wasp Gaming
1266d171-8b3b-41f1-9230-0a21ba45073c,Christ Laurenz Sambrano
12679458-f294-41a2-bf18-e6815716e324,Bureau Bravin
126b2c22-9639-4c3e-9fa4-6c2e6b038540,The Firebrand of Phoenix
126b690f-ec6b-4535-b781-cf79ac4cc6bd,yoru
126b8fd5-467f-4758-9225-9d8f904bf4eb,j3ngystudio
126c4b20-7ca5-4dd7-8f58-eca9ac96bf99,Arational Entertainment
126c7a1b-fc4b-4773-af61-7d5df59ca222,CHM
126c82f7-37e1-4193-a9a3-f5d5798f0ecc,Chui
126f624e-c24d-4469-b99e-fa9af607706d,"Gunpowder Games, Inc."
126f8140-d930-47b4-a0c6-80a877e9a9b3,Jumpship
126f91d7-ca61-4e76-af68-a39b379b64e7,ã�ˆã�„ã�ˆã�„ã�£! æ€’ã�£ã�Ÿ?
127059b8-a908-4ec0-8b4f-7f42aa534278,Cronux Games
1270f386-5fe3-42b9-8bac-2b30e3adb29a,Fuzzy Ghost
12723840-cdd9-4fde-8271-236977a71dbb,Josepheng Xiong
1272ec01-3aad-4d77-af26-3223d7810870,Ali Ahmadi interview
12733be0-e55f-498a-afc3-0f7a0d723d2b,001
1273a19e-d9e2-466c-946a-3d82447a4b3a,Mage Math
1273a91a-2f00-4e76-94e6-e67e85a378cc,hf Production
1274b111-3e80-425a-ba56-0ed5cb3f5319,Red Kraken studio
1274d44b-0a4f-472f-861b-6c3c4de5c07b,Poly anchor studio
127552d7-4a78-4df1-ace7-72519aaaaf39,Sassy Games
1275de41-b239-4b3c-ad42-9c174fec552b,3DIQ
1276dda0-eee8-4e28-9191-8022a96e9443,UNDTW
1277f922-40f9-45b4-8ec9-d0194ff4b88f,Yuthung
1278fbb7-2278-440d-8235-faa2a074e03b,"DracoSoftware, LLC"
12798022-ca67-4f8c-922f-e8e3010d1053,Cogent Education
127c802b-c2ac-4a61-aa17-cd4c00fc9eb1,BERRY games
127d9a20-7912-44aa-8e57-89b9c26c87d4,FlowersFX
127eb9f1-6929-4ce3-9dd6-e0339bed86ce,yancouto
128218fb-d5d0-4993-af9b-272254b89357,Lucky Loot studio
1282cc94-4396-4a2d-a343-c77f8b705b7c,Playtap Games
1284a3f3-a6ad-4132-9fb0-08be3b9198fc,Chris D Herring
12860629-0526-4807-9d6a-077c6fc6de13,Ark1nai
128625fe-8234-4812-9a7a-6b6b753fba5e,Glock Software
12876120-07e1-4e90-82c6-0820e96b55b8,Bludgeonsoft
12899526-6dae-4a1c-9956-2318d1753789,Skatanic Studios
1289e80a-0ac3-436b-bdbd-7333e066fd93,Harmonic Wave Corp.
128d12ff-f431-4de4-857d-4679b927cdcf,BDU
128d2465-5ef6-4fc7-bfff-ade43903ec78,Innerverse Games
128ed463-2c80-4b40-ba03-0855abdd6cb0,Magic & Potion
128f8994-166f-49f9-b4b2-1e1746b51307,Arkio ehf.
128ff1ab-53dd-4745-a509-963eea00de47,Spilled Coffee Games
129079e0-5859-4c2d-a403-659d5c3d835e,Bouchard Industries
12934d9e-c8b0-435d-a77f-a4e6ccaca8b7,Anemona Games
1293f8ee-b0e7-43c4-aaf9-b1e7e8f9d4ba,Phosphor Game Studios
129707dc-75c6-4e63-96e1-29bd0f15a4fa,FancyFennec
12971135-95d9-4787-bdf3-1398ed3ed0a3,Fulby Technologies
12974f64-c73a-4a49-bdaa-029ad688beb0,Clear Light Games
12977de6-fce6-448a-8f40-29cebceda3cb,Cunum Games
1298ae16-22a8-4edb-9e03-163e101f85a6,Vincent Aliquo
129934b9-0528-49c2-9b57-df6638814042,Roxy Constantine
12994a6b-68f6-4c5e-81fb-eb61e6212960,Just Two ltd.
1299d83e-d6e9-43a5-831f-95db4d77aa42,BaseSon
129a269e-31cd-46b5-9bb5-70e294c086c7,Moonshine Games
129b11b2-ef6d-4044-8feb-c88a46dbeaa2,FIY Studio
129db7e7-c819-40af-9a48-942f0a3f8ed4,ssy
129e3385-8e3a-4798-9792-aadc64ff9beb,Ronin SoftWork
12a11fea-d7b1-4189-81e8-078a488c57ec,Death On Sausage
12a564e7-20da-4df7-948c-a3e9326978c1,Blitz Games Ltd
12a5c1c7-ceb7-4b23-857d-4756765f007a,Sodafrost
12a837b2-cbeb-4d44-95f0-4e02b451e2d7,Lori Vornoy
12abb680-e925-41a1-bab3-4d1639a6b554,Cien Studio
12ac5c42-ca2d-4809-9f6c-c898e467b0a5,Armchair History Interactive
12aceb62-1c5e-4b7b-9f3e-f3b530b303b3,Blue Ocean Games
12af0b4b-8639-4f2c-9bfa-e41a5cf40214,Odd Chamber
12b0b905-fec8-4508-91f0-3dfa0efe4364,Total Eclipse P.C.
12b117bc-62de-4e94-8a6b-a73da592bbff,Vorge Studio
12b18393-3b92-4642-ac3c-79620f63cffb,Hidden Layer Games
12b28b61-2a66-4827-b5bf-7ff881caeeba,Ascaron Entertainment ltd.
12b7bd79-3964-49fd-97d4-85bacfe068bc,Civciv Games
12b7efa1-d7c3-4521-828b-97a00e8bfe2d,Creability
12b9d1af-d661-4739-8ee7-8614d7e7e501,SP
12baeb89-f4b7-40fa-82a4-b740fd17e6a4,Monogon Games
12baed8e-02ac-4e24-95bb-04603fef12ee,Walker Herrold
12bcb212-58e5-4e0b-98e3-b4df498abd0f,SUNSOFT
12bdb6ff-d215-48d0-9a42-e0f8dc76570e,Autistic players Studio
12c05488-a43e-4147-9f4b-9bc8e64fda58,MM å·¥ä½œå®¤
12c0715c-27b4-4bc1-8932-9ccacf06b3ff,4E Game Studio
12c1cd9d-7e35-435a-858e-0ba402148246,David H Schroeder
12c3a77e-f5bd-4166-9cd7-0f883c6d55ca,TubbyKiD UG (haftungsbeschrÃ¤nkt)
12c6c42b-4b90-415c-8c03-b1eb9b884f3f,MicroDeal Ltd.
12c79e83-5cdb-40ed-8400-4278b2a2f9c7,Trigger Labs
12c87e83-8116-4283-81b3-5ac774552742,"Kalle Hamm, Juha Holopainen, Sade Kahra, Dzamil Kamanger, Michiko Isogai, Goran Mrdja"
12c948bb-7c18-4c05-87c1-9be9f1d56329,Super63
12c98416-b910-4de5-995a-fa87c578dbca,Stay Awake Games
12ca2c67-376f-45ba-a910-89934ac17f64,Shocktopus Games
12d0a9d4-7b33-48b8-ba56-48cf680aef93,BettaBowlGames
12d14575-2a4d-44d4-89e9-6afc7efc1755,Cristian Yaco Bustamante
12d214a0-1437-496c-ab04-cc36a73d9868,nodayshalleraseyou
12d717ab-4a2b-4579-95e5-73e652073ea1,Agostinho Dias
12d748b8-9057-4a0b-95a9-b05441506c49,Roican
12d882ac-d18e-446d-b59c-f7c7eceb8e73,Juan P Dev
12d95296-7122-47e2-80fd-56be058d20d9,eiloware
12daba7c-6d4c-4e79-be68-f77d1fa1d21b,Top Shelf Studios
12db3902-1897-4c43-b1ff-3f37dd00cffa,BlueGiant Interactive
12dc3173-93b7-4bd2-8e62-1f0cb235a429,Dreel
12dd8be0-1dfa-492c-ac53-eb0c0fabde91,SeekSick6
12ddcbb7-083c-4eb8-ba79-99b30f8da4a9,Lindsay LaPlante
12df7f30-263d-4e69-89a5-1ea11828582b,Ionized Games
12dff92d-13cb-4796-bc41-50fe6b9ca148,Escape VR LLC
12e4d3f2-fb62-4b14-988c-95631f11d39e,CrabDancer
12e7b3d8-c4fd-4274-baf7-238108e307d5,Blue Firefly Studio
12e9ec18-ffb0-45dd-ac58-0b544ff02f80,Mastertech
12e9faca-796f-455a-b27b-e9d01c1229b1,Szocs Robert
12ea7acd-762d-4523-8591-10777bf5cec9,[TQ]king
12ea848d-3c84-45d5-a5ab-eed1306f82bc,Roman Pak
12eb4c7e-e2bb-4e61-a490-4e6e7362ccdf,JoJo
12efa363-7fa2-41fd-b1a5-ae03438c078b,iYou
12f05129-34b2-4697-a1ce-cf36391ce006,è€�å…¬ä½ è¯´å�¥è¯�å•Š
12f123fe-0c33-46bd-bb29-6614bca36c23,Grim Dark Dev
12f49a76-19f9-4ffb-a32e-06e5948160df,Jonathan Rocha
12f4d4a5-7f83-432f-82dd-4df2fbad27d7,Owner Games
12f5e241-bb16-402e-b881-42ff2870889f,Tonkan Veed Games
12f650b2-6ae0-40cc-a2e4-fe82fb82411f,DDreams Games
12f7d553-743a-4794-b55e-25319bd03f9a,Scott Cawthon
12f7fee4-1134-4a6f-8c6b-ea6b2b2e5cd7,Softspace Inc.
12f9a168-421a-48fb-b949-68dfaf403141,Marcelo Barbosa
12fa96e9-c26d-4211-94ec-1222041aea78,TANTANMEN
12fc693e-5adb-4a10-83e1-dcdb050d4fd9,Krenliper
12fef52b-1eb6-4442-aa8c-3a6821b01188,Taco Sushi Games
1301aab6-b49a-45d1-a060-35e3dc2211e6,Why Not Fail Again?
1302f75a-c23f-4d64-8750-c46287a305a6,Junction Point
13035786-a519-40b8-bfab-d994b83d74cf,Vortex Vision
130388f5-2c7f-4cfe-97d6-355a3f18bb5a,Startale Games
13038c6e-a855-4140-a66b-6e0c328735b4,Doux Gaming
1304f3c4-4cdd-4c31-a7f6-56ca032436ad,Spawn Point OSK
1305288a-be67-4a06-a791-2e0a3ebd29cf,TheOdie
1305ad1e-4236-4a8b-b142-0c810f120036,Kraftix Games
13062420-0eb7-4dcb-96cd-1978c3007419,Vijuda
1308af71-a770-4fd5-bf93-3172036d2095,Crisis Cleaver
1309c9ad-9ea6-4e20-afd3-f80e2e965315,Oasis VR
130bfb8f-e210-4c9a-927d-fcc52b03989c,Orthrus Studios
130c147f-d6bf-4d6b-acaf-c5525a104af9,PICO
130d2b3a-5d0d-4f96-bcad-fe44e4d22e33,é€—ä½ çŽ©å·¥ä½œå®¤
130e7e52-de88-4d9e-b7aa-264cf76195aa,Molten Colors
130ed064-362f-4e4f-838a-98b2a35bc436,PURESIS
130f2600-5540-4b43-9f03-60adedeaac69,YUNDONGWOOK
1315bc64-154b-4fe7-a546-1daef1458364,COMPILE HEART
1316584a-b440-4b9a-a601-7f594d3bb3ec,åœ°èˆªè€…
13165da2-1314-4699-a35e-d9dc088be360,On Tilt Interactive
1317a786-a59e-426a-8abd-63363a62c032,C.U.MåŽŸåˆ›æ¸¸æˆ�
13181b07-3378-4732-b130-fbe094850623,BarCoffee Studio
13191f0c-94c5-407d-afad-b484be99c0e8,isTom Games Kft.
1319d1ce-82f7-4177-bdb9-4a58ca3bd8d2,Benerot
1319e7fe-2e41-4ec2-8eb5-e7f297b725d3,DVargas Studio
131a2161-9b63-47c8-9245-3dcc59f45bab,Lucas Simmons
131b07bd-031e-4c37-acd5-fb994316732a,The Cosmic Pyramid
131c9af6-c896-442a-b0ab-b71d3fddc1cb,Viridino Studios
131ccc4d-7a6e-42ee-97f7-29b20abd8b24,Schopenhauer's Mother
131e1dd7-9975-447e-bffe-6c5d7ed37bcf,Groggy Goblin Games
131e6690-f743-4d0d-9778-1eb80598c2fc,Rachel
131ed425-6c68-4230-964c-a47de35e540d,ebi-hime
131f133c-2c49-4dd2-890d-cff593b64996,Relow Digital
132075c3-c6ce-4878-9141-19305791ac93,Goo
1320b942-933c-4b82-a0bf-ee08e22b5703,Pixel Maniacs
1325174e-6207-4eb2-b9cc-2b4880012abc,Techinox
13252467-9166-4982-9556-754b80a7f1a7,PT. Global Digital Artha
13258bc4-e109-4b74-88db-5bc04fa6c5e3,Terminal Reality
1326d7fc-f47b-464f-9f79-daa928910197,Complex Plane
132705bc-55ad-436c-b7f5-9da85c8abea1,Cascade of Leaves
1329473d-05f1-4c30-a3de-29dee1c705fa,2734305498
132a0fbc-d407-4a11-8fef-a16da8faa02c,Christopher Lore
132b72e1-a073-4c3b-abe8-a3436f740b65,é«˜æŸ³å ‚
132b992b-a5e2-49c0-90da-3537bc833b5b,Cazack Games
132c2ca1-49c7-44ff-b6c0-20c3628aa250,FOFF Studio
132deed9-2d20-49d7-8c2a-38816ac9def6,å¹¸è¿�éº»å°†
132f25a0-6e11-4593-9cf9-9e1c4ae67c6d,WOLCEN Studio
132f7799-7415-4c7f-acc9-ac2bdb76f32e,Dead Inside Studio
132f9a9e-741d-48ca-b80e-6b7248939ff7,ç�µç…¦å·¥ä½œå®¤
13314c04-3b28-40bb-92f8-8e917bea69ed,Creative Ink Games
1331733b-81d1-4752-82d3-4bc65e7ab299,AQ2World Team
1331d838-9240-4da3-9cc1-9ba2fe3139c3,Robert Gammon
1331e7d8-439a-441f-831b-89c13a1cc3c7,Dee Odd Games
13322ff6-f21b-4d95-81c2-0d1a9319ecf9,Andy Mark
1333b269-4136-4572-8b54-78b5ac435141,Kurayami Yume Games
133451df-2836-464a-a67b-1748041ecda1,Alex May
1334bd07-6f86-437f-9d48-c18fa312f0a1,BrineTeam
13368233-42f4-4af7-a7b7-c64ee173f235,Multi-Dimensional Games
133915af-6f22-43b8-8698-00f88362e7d7,Trapezium Development Studio
133a9be3-b8ea-4f78-8cf9-1bc86b4aa50c,HFire
133ac457-814b-4271-a909-9008f835e248,Rafael GarcÃ­a
133b29f2-929d-480e-a696-90fb9c4f5adf,Midhard Games
133b8426-8d5b-4dc2-9704-3b753715faef,Jeeratumrong Nakpracha
133baa56-0d04-44e5-8079-5ccd9fd0bd27,"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD."
133c34de-0130-4f11-aa20-55b1996e8424,Alan Hazelden
133e215a-666b-4742-a900-5ed8b0198102,JoWooD Vienna
133f04cb-5107-4a2e-97fd-75781842cb62,Nevsram
133fc8e4-1fdc-4b88-850c-20da92846173,Ty Taylor and Mario CastaÃ±eda
133ffe41-5946-4829-8a99-4d1aa451bb47,chaikadev
13447ae6-d7dd-4fc9-a430-7d4a7774ec95,Michael A. Rivera
134591ba-8f7e-4d58-b92b-0af22ad291c1,Flametorch
13467030-db01-487a-b214-23a44aa0e597,Yaeko
1349a007-5f8b-4e05-8faf-72e2ac41503e,Cold Symmetry
134be854-5521-49c6-a935-05313c476f6a,Gregory Potter
134c066b-f180-4327-9a0e-79e9c3d38427,BrossLab
134c3b09-618e-45c8-b05e-5936263d8b9a,Future Minimalism
134c5653-e6de-4707-a740-cea34e505d39,ProjectCyranis
134d3f6c-e7da-4644-9081-f562624cb2a0,Cody Wren
134df136-b483-4aaa-bc41-886e3b2e7ae4,Arman Petrosyan
134e9ec1-64d7-4779-9407-76d67cfa426d,Poop's
134f7c0e-2b3c-4de4-b96e-555b6c6c7955,Will Lingard
1351c9ce-5be7-4c07-9130-49d42f70dfa6,Zeneki
1353c5f0-d1c3-4028-9d77-8cf2db619300,Kinky Rocks
135411f1-7f7e-44b8-a073-85b1783fa3ce,BeiJing Da Xing Media Limited Company
1354d9ca-6f32-4adc-881b-a93c15ae7f0f,Raidho Game Studio
1354e5ba-fde9-4453-a7ce-684adfc0ee41,954 Adultainment
13562c35-9acf-429b-a07c-3e3b5e11cd07,PiCorp
135639f1-a2ff-46e9-b245-100a946d08f1,Secret Location
1357c614-5437-47bc-857d-2427c8ccce16,Phoenix Aura
13584dfa-58dd-45b4-8853-79dac220474c,Bellosoft
13591224-35cf-4fac-960c-f8a601af1cc7,VR Pirates Game Studio
135935aa-78b0-40d1-868d-6b2a6d296c96,Jeshawn Chrite
13596b37-dfaf-4b25-a84f-172afe6ccf19,Humberto JimÃ©nez Olea
1359e259-b4cf-46bd-a205-f8b093146766,BroxStudios
135cade4-3d01-4bfc-a47b-1daadcd438fa,Aimcademy
135e3e21-43bb-490d-aa9b-0807f22f96cd,LROY B.Y.
13607825-270f-4188-8bad-757ba614adf9,Andwhy
13613950-3dce-4dc3-b43a-f5d7d69f0d0a,Hudson Waterman
13618640-1c98-47e7-9807-ac77379865fa,helloitscrash
1362a710-df7d-437d-8fdd-fcd04d32777c,Ubisoft Annecy
1362cf98-790b-4042-af14-c5dac030728f,Jean Groenewald
136481ab-13a0-49db-8b82-7507ddcc41a0,Avalon Games LLC
13658fb0-5696-43b4-b6b4-be99025181a0,Majed Altaemi
136612c9-77cf-4e22-9b04-27ad98a4d58a,Jungle Games
13678f82-522e-4c3a-84dd-ee288ac96e2a,damaokeji
1368119f-a97a-4268-8dd6-d1092c276fab,BugWorld
1369983a-1328-4a2b-9ef1-ec6923792a3c,Minji Kim
136aebdf-1487-4e74-8050-2360bdb1e707,Ruaz.404
136c0a6f-8b23-424e-befe-872856a3cad5,Remtairy
136c4932-0a4e-4811-9784-df5464e8bfd9,MeatAtom
136fc607-a2d6-4ee2-805b-e634fb1700ad,AgriLife Team
136ff486-d92a-46e5-a51c-69afecf14d91,AA2G1
13713d1d-389e-4e35-b3f9-92ba9e041cb2,Black Gate Studios
1371b703-1ecc-4fa9-89cd-97f9e63f39b0,Netlex Studio
